21418013;Lock In (Lock In, #1);John Scalzi;/book/show/21418013-lock-in;3.89;51403;2014
358990;The Exile Kiss;George Alec Effinger;/book/show/358990.The_Exile_Kiss;3.95;1552;2006
358991;A Fire in the Sun;George Alec Effinger;/book/show/358991.A_Fire_in_the_Sun;4.01;2204;2006
192528;The Icarus Hunt;Timothy Zahn;/book/show/192528.The_Icarus_Hunt;4.12;3895;2000
872778;Hawksbill Station;Robert Silverberg;/book/show/872778.Hawksbill_Station;3.70;1004;1978
32829;Journey to the Center of the Earth (Extraordinary Voyages, #3);Jules Verne;/book/show/32829.Journey_to_the_Center_of_the_Earth;3.86;140902;2006
32827;From the Earth to the Moon (Extraordinary Voyages, #4);Jules Verne;/book/show/32827.From_the_Earth_to_the_Moon;3.78;22613;2006
15830771;The Mystic Saga Omnibus (The Mystic Saga #1-5);Scott McElhaney;/book/show/15830771-the-mystic-saga-omnibus;3.84;282;2012
17727267;Defying Fate (Descent, #6);S.M. Reine;/book/show/17727267-defying-fate;4.17;1983;2013
165908;Eye in the Sky;Philip K. Dick;/book/show/165908.Eye_in_the_Sky;3.74;5076;2009
6056346;Yellow Blue Tibia;Adam Roberts;/book/show/6056346-yellow-blue-tibia;3.62;1519;2009
845485;Downward to the Earth;Robert Silverberg;/book/show/845485.Downward_to_the_Earth;3.81;2120;1971
1685786;Galatea 2. 2;Richard Powers;/book/show/1685786.Galatea_2_2;3.72;2381;1996
25059;Brightness Reef (Uplift Storm Trilogy, #1);David Brin;/book/show/25059.Brightness_Reef;3.90;9555;1996
845489;The Year of the Quiet Sun;Wilson Tucker;/book/show/845489.The_Year_of_the_Quiet_Sun;3.62;644;1990
10387413;The Coldest War (The Milkweed Triptych, #2);Ian Tregillis;/book/show/10387413-the-coldest-war;4.09;3523;2012
17934530;Annihilation (Southern Reach #1);Jeff VanderMeer;/book/show/17934530-annihilation;3.69;141976;2014
392566;The Space Merchants (The Space Merchants, #1);Frederik Pohl;/book/show/392566.The_Space_Merchants;3.87;8979;2003
531068;Moon of Three Rings (Moon Magic, #1);Andre Norton;/book/show/531068.Moon_of_Three_Rings;3.97;828;1987
666584;100 Great Science Fiction Short Short Stories;Isaac Asimov;/book/show/666584.100_Great_Science_Fiction_Short_Short_Stories;4.06;910;1980
33116557;THE GREAT ACTION (Super Indy Book 4);Alex Letner;/book/show/33116557-the-great-action;4.88;65;2016
40450;Market Forces;Richard K. Morgan;/book/show/40450.Market_Forces;3.59;6554;2005
1015538;A Point of Honor;Dorothy J. Heydt;/book/show/1015538.A_Point_of_Honor;3.85;85;1998
